ID,Nombre,Calificación,Tipo_Comida,Direccion,Coordenadas,Comentario,Fecha_Comentario,Calificacion_Comentario
g309293-d6631684,Cafe Rojo,4.5,"Café, Asiática, Vietnamita, Saludable, Fusión","Avenida 7 Con Calle 3 De la Alianza Francesa, 120 meters west, next to the bar La Amistad, San José 10101 Costa Rica","9.937227,-84.076996",Restaurante genial! Nos atendió un camarero encantador. Nos aconsejó con acierto. La comida muy buena y las cervezas artesanales también.  Recomendable 100%,31-agosto-2022,5
g309293-d6631684,Cafe Rojo,4.5,"Café, Asiática, Vietnamita, Saludable, Fusión","Avenida 7 Con Calle 3 De la Alianza Francesa, 120 meters west, next to the bar La Amistad, San José 10101 Costa Rica","9.937227,-84.076996","Toda una experiencia probamos el bun, bowl de fideos blancos con ensalada con trucha ahumada con una salsa espectacular. Muy agradable, y la atención muy buena. Lo recomiendo",22-agosto-2022,5
g309293-d6631684,Cafe Rojo,4.5,"Café, Asiática, Vietnamita, Saludable, Fusión","Avenida 7 Con Calle 3 De la Alianza Francesa, 120 meters west, next to the bar La Amistad, San José 10101 Costa Rica","9.937227,-84.076996","Excelente última comida en San José. Recomendación de Lonely Planet. En una casa colonial, un ambiente acogedor y un súper buen servicio del personal. Comida vietnamita, buenísima . Se trata de un plato combinado a elegir . Muy bien .",18-agosto-2022,5
g309293-d6631684,Cafe Rojo,4.5,"Café, Asiática, Vietnamita, Saludable, Fusión","Avenida 7 Con Calle 3 De la Alianza Francesa, 120 meters west, next to the bar La Amistad, San José 10101 Costa Rica","9.937227,-84.076996","Servicio sobresaliente, la comida deliciosa y con opciones muy variadas. El lugar tiene un alma genuina y encantadora.",13-agosto-2022,5
g309293-d6631684,Cafe Rojo,4.5,"Café, Asiática, Vietnamita, Saludable, Fusión","Avenida 7 Con Calle 3 De la Alianza Francesa, 120 meters west, next to the bar La Amistad, San José 10101 Costa Rica","9.937227,-84.076996","He venido con mi amiga Isa, lo hemos disfrutado desde que pusimos un pie en ese lugar. TIENEN que ir! Ambiente, comida y muy buen precio. Gracias por cocinar con tanto amor.",20-abril-2022,5
g309293-d6631684,Cafe Rojo,4.5,"Café, Asiática, Vietnamita, Saludable, Fusión","Avenida 7 Con Calle 3 De la Alianza Francesa, 120 meters west, next to the bar La Amistad, San José 10101 Costa Rica","9.937227,-84.076996","La comida estuvo espectacular, cada bocado del casado de hongos shiitake es exquisito. Además, el mesero fue súper amable. El ambiente súper bonito también. Muy recomendado para pasar la tarde!",1-marzo-2022,5
g309293-d6631684,Cafe Rojo,4.5,"Café, Asiática, Vietnamita, Saludable, Fusión","Avenida 7 Con Calle 3 De la Alianza Francesa, 120 meters west, next to the bar La Amistad, San José 10101 Costa Rica","9.937227,-84.076996","Servicio increíble, ambiente para hablar de negocios, trabajo o degustar la buena comidaRecomendado 100%por mucho mi lugar favorito en San José Recomendadisimo el pollo caramelizado en todos los platillos un buen café y excelente repostería.Por mucho mi lugar preferido en San Jose",12-febrero-2022,5
g309293-d6631684,Cafe Rojo,4.5,"Café, Asiática, Vietnamita, Saludable, Fusión","Avenida 7 Con Calle 3 De la Alianza Francesa, 120 meters west, next to the bar La Amistad, San José 10101 Costa Rica","9.937227,-84.076996","Llegamos al lugar y decidimos ver el atardecer en la terraza. Una experiencia maravillosa para disfrutar de San José. Y qué mejor manera que tomando un café, acompañado de una deliciosa empanada de pollo en este místico lugar. La casa antigua, la música y el ambiente cuadraban para pasar un excelente momento. Ni qué decir de una espectacular atención. Muy agradecido Café Rojo. Volveré.",11-febrero-2022,5
g309293-d6631684,Cafe Rojo,4.5,"Café, Asiática, Vietnamita, Saludable, Fusión","Avenida 7 Con Calle 3 De la Alianza Francesa, 120 meters west, next to the bar La Amistad, San José 10101 Costa Rica","9.937227,-84.076996","Por recomendación de Trip Advisor, mis amigos y yo visitamos el restaurante y fue una experiencia magnífica. Ambiente relajado, buen servicio y platillos exquisitos. Recomendamos las cervezas artesanales los diablitos,  como si fuera la cereza en el pastel.  Súper recomendado.",12-octubre-2021,5
g309293-d6631684,Cafe Rojo,4.5,"Café, Asiática, Vietnamita, Saludable, Fusión","Avenida 7 Con Calle 3 De la Alianza Francesa, 120 meters west, next to the bar La Amistad, San José 10101 Costa Rica","9.937227,-84.076996","El lugar fue grandioso, la comida perfecta la disfruté. Volvería a ir mil veces, el servicio excelente",22-septiembre-2021,5
g309293-d6631684,Cafe Rojo,4.5,"Café, Asiática, Vietnamita, Saludable, Fusión","Avenida 7 Con Calle 3 De la Alianza Francesa, 120 meters west, next to the bar La Amistad, San José 10101 Costa Rica","9.937227,-84.076996","La comida es deliciosa y variada, y el lugar en pleno centro de San José tiene una ambiente agradable y con bastante vegetación. Increíble servicio. El bowl con pollo estaba increíble y los postres también son deliciosos! -There are many options and the food is delicious. The restaurant is in San José city, has a nice atmosphere and a lot of greenery. Amazing service. The bowl with chicken was incredible and the desserts are delicious!",26-agosto-2021,5
g309293-d6631684,Cafe Rojo,4.5,"Café, Asiática, Vietnamita, Saludable, Fusión","Avenida 7 Con Calle 3 De la Alianza Francesa, 120 meters west, next to the bar La Amistad, San José 10101 Costa Rica","9.937227,-84.076996","Super recomendado el lugar, el rice and beans es delicioso y sus refrescos naturales únicos. Me encanta en ambiente y el trato que ellas tienen hacia su clientela, buenisimo!",29-mayo-2021,5
